id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
Ap2m1,18,2.28204176,2.293936814,2.3300991,2.513233586,2.17970974,2.280808203,2.401352283,2.583291746,2.210561956,2.205369494,2.289133909,2.505951326,Protein
Ap2s1,18,1.978045321,1.989082559,2.040594429,2.163322416,1.935578803,2.112658615,2.194586487,2.34304998,1.925843545,1.95487178,2.017287995,2.19883022,Protein
Ap3b1,11,0.851653927,1.034104421,1.065542371,0.954504455,0.965458061,1.159455899,1.198318865,1.08340586,0.888309819,0.90961058,0.840200223,0.79245893,Protein
Ap3b2,18,1.889755373,1.884832733,1.951634234,2.01978488,1.858484863,1.938837324,2.020684397,2.132137968,1.897949119,1.912835058,2.004240097,2.086203172,Protein
Ap3m2,17,1.265143422,1.315613532,1.460496423,1.599833966,1.266231697,1.309464082,1.400632954,1.390928045,1.321138419,1.369512709,1.436693657,1.445112035,Protein
Apaf1,19,0.93244383,0.986203198,0.915360784,0.730266952,1.002684313,0.885189843,0.901354776,0.829264524,1.021448971,1.022144936,0.922384946,0.792995779,Protein
Apba1,14,1.155165931,1.410211861,1.496517288,1.464170491,1.377056606,1.538744603,1.639100832,1.646939646,1.540861066,1.508632052,1.461061612,1.385422151,Protein
Apbb1,18,1.89646173,1.852297576,1.916921682,2.046627813,1.942728632,1.993269976,2.07161325,2.170408412,1.99613588,1.951381723,2.029099567,2.175543703,Protein
Apbb2,14,1.14220169,1.245251025,1.38691968,1.407322908,1.296733181,1.429687696,1.426278599,1.382425916,1.066195431,1.162116141,1.194680813,1.21649315,Protein
Apc2,19,2.294966369,2.213451346,2.149382327,2.098474128,2.29246652,2.179393785,2.093512737,2.038632082,2.240469371,2.133979366,2.041688694,1.98229928,Protein
Apcdd1,6,0.585636668,0.49111786,0.565603459,0.910634542,1.529903662,0.909870939,0.790630632,0.88152103,1.83043404,1.821435571,1.913908116,2.040432228,Protein
Apex2,19,1.073568062,1.006759466,0.976559509,0.810765311,1.055424205,1.020500914,0.957064918,0.762556284,1.006439085,0.955692079,0.929393378,0.729184235,Protein
Aph1b,19,1.252445234,1.219911826,1.165772402,1.038624135,1.394357106,1.218527628,1.166832545,1.085476104,1.392928984,1.324885109,1.239081651,1.057449283,Protein
Aplf,19,0.792627685,0.806069351,0.747245517,0.518358619,0.788031837,0.787591522,0.733948002,0.592276711,0.769495485,0.777988359,0.822442043,0.613372403,Protein
Apln,6,0.078141677,0.076989777,0.17642843,0.164021059,0.110817571,0.049455269,0.101451488,0.068443022,0.251096292,0.272405127,0.404746507,0.415100277,Protein
Aplp1,18,2.513591785,2.555860743,2.585283591,2.807639192,2.509748073,2.572070787,2.572539368,2.842943568,2.550316426,2.534033725,2.543685697,2.735120433,Protein
Aplp2,18,1.718222588,1.721565792,1.760072494,1.841525897,1.693941406,1.739056264,1.822608037,2.014344097,1.737949215,1.750478309,1.815770283,1.956089635,Protein
Apoa1bp,18,1.388901882,1.425558673,1.427292938,1.563320865,1.412888751,1.423532578,1.454096009,1.677418048,1.387124541,1.421253389,1.472988888,1.578205845,Protein
Apoe,5,0.922259262,1.329347022,1.166631376,1.347029321,0.910292422,0.767786434,0.675133752,0.853772413,0.882154974,0.844654213,0.862176119,1.062796259,Protein
Apol8,7,0.229707689,0.099802144,0.091740447,0.069927338,0.313713293,0.14272976,0.082543031,0.06032532,0.222304867,0.069543414,0.053608497,0.071359067,Protein
Apol9a,9,0,0,0,0.010347921,0,0,0.007549186,0.02528374,0,0,0.016493017,0.101605149,Protein
Apold1,17,0.047420517,0.07522824,0.163983251,0.235719545,0.031126384,0.030418317,0.113849468,0.158723952,0.018517424,0.043845039,0.131384133,0.154771391,Protein
Apoo,8,1.156897295,1.182163477,1.193302734,1.33412992,0.955622818,1.075346191,1.171977891,1.364980387,1.01339344,1.078311787,1.20458931,1.422747378,Protein
App,18,2.029034578,2.009973265,2.142085855,2.482421911,2.215068881,2.256210051,2.448652223,2.7026149,2.229100517,2.236595197,2.250846767,2.460534025,Protein
Appl1,13,1.303347278,1.36095486,1.345448231,1.177207408,1.282218668,1.313001987,1.303977516,1.115630479,1.324282455,1.360256298,1.377180535,1.217986382,Protein
Appl2,5,0.801173123,0.995956629,1.105864288,1.140253425,0.319074814,0.429107625,0.461330419,0.349895011,0.532601521,0.707962567,0.834388909,0.815428309,Protein
Aprt,18,1.739563643,1.713232578,1.688877903,1.750279231,1.655218176,1.716917739,1.693310037,1.798406157,1.503436568,1.543454636,1.599802316,1.700482188,Protein
Aptx,19,1.051773602,0.985685536,0.962390647,0.77925296,1.070817049,1.032263284,0.980404738,0.849538567,0.997006101,0.974779648,0.944416042,0.734973353,Protein
Aqp11,16,0.257888473,0.285887517,0.40677004,0.50609896,0.344286144,0.398733174,0.643028045,0.858615989,0.192490232,0.255612328,0.343922353,0.370461275,Protein
Aqp9,10,0.144723305,0.128766842,0.153821874,0.267190039,0.010849263,0.054724103,0.115118032,0.141981263,0.006246101,0.005995123,0.021934364,0.021140283,Protein
Aqr,19,1.241349709,1.156882164,1.066877297,0.87483711,1.199576926,1.108832148,0.990480488,0.777013357,1.151761979,1.10806076,1.065975366,0.921044702,Protein
Arap1,17,0.252268402,0.353377595,0.448466696,0.369234417,0.296949801,0.313717511,0.414055349,0.308875884,0.346147516,0.388372995,0.478536195,0.630095161,Protein
Arap2,16,0.115045062,0.519242417,1.0017774,1.099362917,0.051462016,1.115017736,1.569461696,1.472065708,0.105661395,0.271217586,0.58512896,0.641366019,Protein
Arf1,18,2.172824692,2.16923051,2.184512567,2.319283074,2.069394265,2.130918867,2.195556507,2.330413773,2.059745125,2.056657157,2.121251165,2.306118232,Protein
Arf2,18,1.593605023,1.614799172,1.661998096,1.805970919,1.558973625,1.642809642,1.724597784,1.827574093,1.612385394,1.660165112,1.768848909,1.95243353,Protein
Arf3,18,1.840670561,1.848961535,1.876808241,2.029825965,1.793827389,1.925501345,2.064532861,2.207305762,1.84530087,1.864537779,1.907324816,2.065351865,Protein
Arf5,18,1.991822157,1.954727201,1.997079561,2.241451842,1.963742035,2.068033646,2.131920064,2.396225509,1.994234422,1.969326901,2.022477861,2.246185796,Protein
Arfgap3,13,1.142461425,1.103160352,1.133420739,0.978558933,1.098470666,1.06869039,1.064495427,0.879055718,1.104760167,1.090402676,1.149542403,1.050205694,Protein
Arfgef1,19,1.271985573,1.304277206,1.263595832,1.104859107,1.283744345,1.339795163,1.348849823,1.158027594,1.33242028,1.325053621,1.273161063,1.064240788,Protein
Arhgap1,18,1.483414686,1.487200615,1.517494125,1.646203689,1.49011727,1.584065364,1.610037015,1.706839777,1.499373618,1.498142318,1.524579149,1.630528555,Protein
Arhgap11a,19,0.316603492,0.318509927,0.26057054,0.195806975,0.363004295,0.289194832,0.298180381,0.26186095,0.427286444,0.396819823,0.331305799,0.26842936,Protein
Arhgap12,11,1.08643458,0.847328917,0.82370175,0.78131224,1.344537669,1.349195907,1.302142535,1.22055262,1.302798312,1.136117843,1.028093591,0.992489451,Protein
Arhgap15,17,0.161273346,0.168758748,0.216316361,0.278541659,0.120565048,0.064806408,0.165998565,0.301928056,0.113743197,0.096556179,0.157661929,0.231144257,Protein
Arhgap17,19,1.036851175,0.905759193,0.864405461,0.79088516,1.012858306,0.877526259,0.728309944,0.550174522,0.9586771,0.921736924,0.846191704,0.701788961,Protein
Arhgap18,16,0.23852206,0.328389798,0.389515152,0.278077862,0.149319204,0.337662883,0.65108021,0.440636776,0.272046397,0.373765032,0.463776565,0.352712998,Protein
Arhgap19,19,0.360988907,0.314556064,0.241927815,0.201086998,0.376330544,0.273323341,0.246935118,0.216927164,0.412090778,0.382307076,0.349636862,0.333064201,Protein
Arhgap20,17,0.62253522,1.131839925,1.275290619,1.273191162,0.871736932,1.214843848,1.254632656,1.214661088,1.24486568,1.346212099,1.4400412,1.38608677,Protein
Arhgap21,15,1.623783557,1.68764666,1.692464431,1.637178407,1.455502661,1.480351941,1.516191504,1.447268142,1.515971814,1.540866066,1.545152426,1.452149986,Protein
Arhgap22,17,0.06253122,0.048191177,0.146034652,0.202813507,0.07528229,0.071643448,0.20832578,0.326016168,0.060175618,0.102652513,0.141959339,0.378684913,Protein
Arhgap23,18,1.446870992,1.511717629,1.591448621,1.574751021,1.550342111,1.5812258,1.684801392,1.700608543,1.658394934,1.592611944,1.59952829,1.587158487,Protein
Arhgap25,9,0.021690806,0.117062386,0.098178037,0.099555997,0.007365618,0.006892468,0.008521183,0.00738701,0.002023309,0.051598169,0.423809272,0.536622824,Protein
Arhgap26,16,0.095616323,0.16014817,0.27332473,0.452957297,0.270716792,0.294318276,0.54381608,0.742843702,0.503139434,0.308869486,0.368459824,0.694171565,Protein
Arhgap28,5,0.53934588,0.874340316,0.916694455,0.757752733,0.280841417,0.446185986,0.481010986,0.380663396,0.132231825,0.207120611,0.189250501,0.050937445,Protein
Arhgap29,14,0.858569077,1.063674805,1.511368584,1.443381913,1.279244762,1.046116504,1.129934678,0.890438346,1.376856057,1.260271785,1.240034779,0.857257092,Protein
Arhgap31,5,0.079831838,0.219995052,0.38053684,0.372306145,0.048472879,0.047553272,0.084381427,0.05238879,0.058408941,0.105868032,0.181912727,0.227156528,Protein
Arhgap36,9,0.004887737,0.003442871,0.009708634,0.026077077,0.017260825,0.014761686,0.022288121,0.064372245,0.099206732,0.097305562,0.102857502,0.320362341,Protein
Arhgap39,19,1.531787923,1.529994673,1.522845738,1.361895857,1.54993587,1.599634209,1.552377373,1.39304671,1.518440235,1.502672878,1.476611383,1.297521967,Protein
Arhgap4,13,0.63769582,0.727110002,0.761086988,0.540657262,0.661654646,0.729232845,0.704072405,0.476331569,0.76533097,0.838072962,0.909074401,0.653877922,Protein
Arhgap44,17,0.795398204,0.840385284,1.000241835,1.263851387,0.973843388,1.055336276,1.24348948,1.437368406,1.030492855,1.12286765,1.378866468,1.557402526,Protein
Arhgap5,19,0.764371185,0.86898692,0.889818625,0.814346833,0.866082848,0.911706657,1.012132928,0.958787423,0.848067128,0.906283311,0.847200512,0.748301239,Protein
Arhgdia,14,2.002597981,1.942405437,1.942090437,2.045788324,1.963774137,2.129174103,2.159900906,2.258103064,1.920870171,1.884774413,1.904514306,2.049791533,Protein
Arhgdib,16,0.099298308,0.508124188,0.63040855,0.785822942,0.069597435,1.271546558,1.713507343,1.814701636,0.023677161,0.108224625,0.149102977,0.115888305,Protein
Arhgdig,16,0.699744962,1.051627092,1.356111942,1.785720524,0.639172608,1.427800842,1.806784173,2.16503945,0.504701881,0.844480282,1.194636427,1.733035077,Protein
Arhgef1,13,1.870709911,1.864718686,1.884407893,1.806740124,1.973258584,1.862160013,1.725621734,1.626154495,1.953187824,1.971175615,1.960373252,1.819992475,Protein
Arhgef10,19,0.422200672,0.49250197,0.57545804,0.46361531,0.587142756,0.628411411,0.673751493,0.491673993,0.655197041,0.641547478,0.642689029,0.446996692,Protein
Arhgef10l,13,1.501550819,1.368630836,1.347981456,1.336083316,1.591743357,1.421677948,1.398374086,1.377765078,1.520448159,1.425212945,1.441903987,1.420172016,Protein
Arhgef11,19,1.312151958,1.305456705,1.217160077,1.182987817,1.288834748,1.190891717,1.117506613,1.049311076,1.314090635,1.308611362,1.23379032,1.182240557,Protein
Arhgef12,13,1.462412973,1.551072876,1.564682631,1.468962883,1.501444066,1.493307451,1.460972974,1.353108026,1.583817458,1.650049979,1.59807448,1.476068988,Protein
Arhgef15,17,0.290214528,0.290281755,0.326737193,0.383413188,0.411363767,0.366140808,0.542093105,0.587094435,0.286111637,0.361814686,0.525091475,0.650432838,Protein
Arhgef17,19,0.884961802,0.850951176,0.96921596,0.898258283,1.045960259,0.986768152,1.075543312,1.010364417,1.029734724,1.043853284,1.031435127,0.898579844,Protein
Arhgef18,19,1.241065602,1.185836684,1.162880902,0.957494749,1.298853076,1.269653017,1.216922947,1.041150597,1.293154751,1.252714714,1.237855273,1.050878348,Protein
Arhgef2,19,1.853243607,1.777348512,1.701523949,1.481425428,1.864437506,1.795391944,1.684274302,1.429702228,1.879654309,1.810876088,1.748102711,1.442391961,Protein
Arhgef25,15,1.907316214,1.867422111,1.819310275,1.728337546,1.657250955,1.506291215,1.528004753,1.473896984,1.519199058,1.576777729,1.65930091,1.536937023,Protein
Arhgef26,17,0.743232167,1.033673403,1.292338048,1.341725276,0.717727074,0.926287384,1.283226578,1.252464661,1.150311175,1.243742275,1.344354935,1.154122571,Protein
Arhgef3,16,0.226047988,0.302501928,0.507031008,0.476946054,0.446392689,0.76662548,0.930287157,0.81199904,0.202517469,0.429157745,0.598117212,0.532567121,Protein
Arhgef4,18,1.068119042,1.115773549,1.282152903,1.434808339,1.128014567,1.203187964,1.389624953,1.494566422,1.14343015,1.146534221,1.284051548,1.40953075,Protein
Arhgef40,6,0.492555063,0.452419767,0.606471655,0.665059149,0.85739462,0.986829935,1.03023084,0.925643617,1.160159283,1.159609297,1.181529182,1.130497804,Protein
Arhgef6,3,0.05028964,0.131995381,0.121253793,0.183917812,0.096195445,0.088455045,0.09216848,0.213669136,0.104759143,0.134701324,0.104167077,0.172992396,Protein
Arid1a,19,1.891704676,1.852734884,1.748283406,1.637592787,1.909079756,1.783256656,1.677282936,1.574048639,1.860757722,1.772692753,1.652335319,1.599808865,Protein
Arid1b,14,1.228877512,1.20984731,1.272421826,1.347060572,1.1915572,1.250539539,1.419580739,1.467542994,1.179899203,1.137170479,1.102865727,1.097836677,Protein
Arid2,19,1.37237248,1.357601379,1.229674165,1.115986405,1.276539924,1.177545157,1.071587471,0.936801669,1.26418953,1.212150301,1.107698276,1.011529423,Protein
Arid3a,19,0.692875108,0.581410294,0.556441212,0.337595019,0.741714005,0.650828946,0.612407658,0.323070504,0.676284723,0.597239815,0.552743633,0.336357653,Protein
Arid3b,19,0.71579784,0.733076834,0.676183128,0.49068591,0.729094292,0.657741191,0.569192428,0.423224568,0.704834035,0.719039449,0.658611358,0.529254496,Protein
Arid4a,19,1.196488455,1.276882108,1.131028084,0.822461652,1.313877761,1.197470779,1.068241537,0.802036509,1.339753454,1.364813556,1.210446943,0.972510162,Protein
Arid4b,19,1.475904976,1.435785458,1.318315904,1.186603222,1.348351601,1.26073902,1.154235241,1.037862964,1.347193362,1.326440325,1.26814955,1.204838688,Protein
Arid5b,4,0.466421239,0.725972854,0.846322883,0.706294374,0.203229581,0.564469581,0.924466406,0.722630632,0.168010766,0.284954504,0.414333127,0.210416713,Protein
Arl1,18,1.529860073,1.542998364,1.569369227,1.774508207,1.48991069,1.577597488,1.629245433,1.864957012,1.535347296,1.56440683,1.608050831,1.814729582,Protein
Arl10,15,1.531039291,1.563346979,1.560167363,1.531369052,1.397821865,1.443858853,1.450290688,1.456243016,1.381935943,1.358330865,1.339475292,1.258864665,Protein
Arl13b,19,0.968432511,1.00606665,0.928736292,0.634383549,0.947976985,0.962178905,0.88758242,0.48799339,0.995628614,0.996634676,0.957755219,0.665452466,Protein
Arl15,15,1.421761823,1.602083877,1.690206716,1.759858892,1.261500773,1.198280352,1.395838157,1.492996324,1.194172877,1.186987396,1.193906181,1.162716711,Protein
Arl2,18,1.229072328,1.214433193,1.227230913,1.345565836,1.269779043,1.35583641,1.393078332,1.559527199,1.243318388,1.298911997,1.367478923,1.566224123,Protein
Arl3,18,1.588929095,1.581207574,1.583844633,1.648918866,1.609100078,1.696305704,1.777549336,1.872590933,1.578258606,1.587398879,1.620613828,1.742252884,Protein
Arl4a,16,0.266755545,0.755015322,1.156897295,1.377074833,0.226853706,1.380596507,1.518534996,1.367667085,0.366062296,0.626905711,0.856436443,1.047142417,Protein
Arl4c,12,1.394667023,1.35189096,1.32166884,1.253984603,1.376412697,1.366239861,1.452931279,1.443854164,1.432610168,1.408889225,1.486556569,1.544142488,Protein
Arl4d,9,1.234497036,0.77279609,0.826870065,0.927878283,0.936473528,0.782510605,0.99709224,1.222932264,0.684514131,0.765332461,1.069886299,1.085379783,Protein
Arl5a,19,1.41406874,1.376959989,1.389803763,1.309302194,1.41719924,1.305276114,1.308607094,1.241182756,1.427560757,1.347601243,1.311927544,1.205096048,Protein
Arl5b,19,1.01560492,1.042374659,0.90036112,0.907452746,0.96485196,0.798384049,0.723222453,0.558051834,0.924338739,0.872378318,0.739789833,0.700952803,Protein
Arl6,18,0.818314987,0.852961598,0.862736464,0.913749763,0.854090967,0.968727112,1.064517888,1.15722097,0.944886181,0.933903667,1.002465427,1.069557105,Protein
Arl6ip1,18,1.724655916,1.770849803,1.809363059,1.944350883,1.820567269,1.898919803,1.940125843,2.152917921,1.917146162,1.90932866,1.922301853,2.076582194,Protein
Arl6ip5,14,1.845211562,1.863969061,1.98686127,2.196665217,1.790321764,1.801751418,1.902264043,2.108625902,1.855116778,1.7632033,1.907475318,2.014142362,Protein
Arl6ip6,19,1.04251251,0.891558642,0.813929085,0.742100335,0.984213968,0.811178062,0.68991148,0.559210958,0.948696045,0.817519756,0.817747114,0.701182734,Protein
Arl8a,18,2.176973428,2.218469857,2.272217677,2.443538345,2.156888217,2.333572204,2.408967139,2.586681804,2.224905821,2.247855476,2.330671432,2.504151311,Protein
Arl8b,18,1.45876321,1.546147671,1.562250028,1.673930957,1.446709546,1.547294625,1.588550686,1.755318297,1.454463733,1.512113142,1.521325104,1.637480723,Protein
Armc10,11,1.753502627,1.757003316,1.717855995,1.553204366,1.850357631,2.097083696,2.067714192,1.916007317,1.812835177,1.857208222,1.783238056,1.562228608,Protein
Armc2,12,0.324103349,0.501494708,0.641038606,0.507437561,0.654876049,0.69965825,0.719679246,0.611730741,0.788754344,0.814299548,0.830545686,0.681795514,Protein
Armc5,18,0.667843176,0.631555372,0.700255349,0.85944934,0.679642265,0.77895901,0.791090361,0.885016136,0.650277403,0.643177207,0.7336979,0.905907002,Protein
Armc9,18,0.913991771,0.95077072,0.966327618,1.075488565,0.913675598,1.025753859,1.042449498,1.224864419,0.934120552,0.979367153,1.008405547,1.174272103,Protein
Armcx4,19,1.762812057,1.737569504,1.647602996,1.592700705,1.768196924,1.684669455,1.652823405,1.580773345,1.741810029,1.641313451,1.573110747,1.536213648,Protein
Armcx6,19,1.328591602,1.308293295,1.299149779,1.160327445,1.431891031,1.450523151,1.449862383,1.440028586,1.419043268,1.35209372,1.342094862,1.193388992,Protein
Arnt,13,1.112755772,1.148349654,1.207090149,1.109531302,1.162480765,1.081739652,1.102574331,1.017603394,1.19778212,1.199785336,1.243563847,1.155733706,Protein
Arntl,17,0.554514599,0.737157643,1.154168251,1.394486703,0.826593054,1.126024201,1.246993158,1.254707555,0.973779269,1.114036883,1.271216423,1.223737293,Protein
Arntl2,16,0.08190764,0.148256438,0.22643956,0.164720066,0.120976783,0.278655074,0.504020703,0.430007293,0.115978425,0.240116236,0.29913364,0.251059749,Protein
Arpc1a,18,1.901598886,1.886385241,1.902745672,1.97169602,1.90204806,1.959265163,1.997854069,2.095235624,1.87794235,1.881260229,1.891231281,1.975326554,Protein
Arpc1b,5,0.292886449,0.558858508,0.507349799,0.663056071,0.225983466,0.191870015,0.316245102,0.301266622,0.191270999,0.225994306,0.300140954,0.330523348,Protein
Arpc2,18,1.970796283,2.083925242,2.109180177,2.250649288,1.961411127,2.30275722,2.349902772,2.48560929,1.978522885,2.133612349,2.230778349,2.328838123,Protein
Arpc3,18,2.002410149,2.030105649,2.059131559,2.171831724,1.948292149,2.133899606,2.194292282,2.315357285,1.941230591,1.981467044,2.049264552,2.18778291,Protein
Arpc4,18,1.590944324,1.595350698,1.651002615,1.838590325,1.53000749,1.682044843,1.777381143,1.980635481,1.520397058,1.539754624,1.622257554,1.829776414,Protein
